id,title,footnote,frequency,datasource,generatedBy,dataLastUpdated,dateGenerated,limit,extraction_date,source,period,income_group,data_source
M213071,"Consumer Price Index (CPI) By Household Income Group, Middle 60%, 2019 As Base Year, Half-Yearly","The weighting pattern for the 2019-based CPI was derived from expenditure values collected in the Household Expenditure Survey (HES) conducted between October 2017 and September 2018.  These expenditure values were updated to 2019 values by taking into account price changes between 2017/18 and 2019.  Household income group is based on ranking of resident households by their monthly household income from all sources (including imputed rental on owner-occupied accommodation).  This matrix is compiled on a half-yearly basis.  Data values for '1H' refers to CPI for the period January-June, and data values for '2H' refers to CPI for the period July-December.  For more information on the CPI rebasing, refer to the Information Paper 'Rebasing of the Consumer Price Index (2019 as Base Year)' (https://www.singstat.gov.sg/-/media/files/publications/economy/ip-e48.pdf).",Half-Yearly,SINGAPORE DEPARTMENT OF STATISTICS,SingStat Table Builder,23/01/2025,04/04/2025,5000,2025-04-04 15:20:16,SingStat Table Builder API,Annual,All,sg_singstat
M213071,"Consumer Price Index (CPI) By Household Income Group, Middle 60%, 2019 As Base Year, Half-Yearly","The weighting pattern for the 2019-based CPI was derived from expenditure values collected in the Household Expenditure Survey (HES) conducted between October 2017 and September 2018.  These expenditure values were updated to 2019 values by taking into account price changes between 2017/18 and 2019.  Household income group is based on ranking of resident households by their monthly household income from all sources (including imputed rental on owner-occupied accommodation).  This matrix is compiled on a half-yearly basis.  Data values for '1H' refers to CPI for the period January-June, and data values for '2H' refers to CPI for the period July-December.  For more information on the CPI rebasing, refer to the Information Paper 'Rebasing of the Consumer Price Index (2019 as Base Year)' (https://www.singstat.gov.sg/-/media/files/publications/economy/ip-e48.pdf).",Half-Yearly,SINGAPORE DEPARTMENT OF STATISTICS,SingStat Table Builder,23/01/2025,04/04/2025,5000,2025-04-04 15:20:16,SingStat Table Builder API,Annual,All,sg_singstat
M213071,"Consumer Price Index (CPI) By Household Income Group, Middle 60%, 2019 As Base Year, Half-Yearly","The weighting pattern for the 2019-based CPI was derived from expenditure values collected in the Household Expenditure Survey (HES) conducted between October 2017 and September 2018.  These expenditure values were updated to 2019 values by taking into account price changes between 2017/18 and 2019.  Household income group is based on ranking of resident households by their monthly household income from all sources (including imputed rental on owner-occupied accommodation).  This matrix is compiled on a half-yearly basis.  Data values for '1H' refers to CPI for the period January-June, and data values for '2H' refers to CPI for the period July-December.  For more information on the CPI rebasing, refer to the Information Paper 'Rebasing of the Consumer Price Index (2019 as Base Year)' (https://www.singstat.gov.sg/-/media/files/publications/economy/ip-e48.pdf).",Half-Yearly,SINGAPORE DEPARTMENT OF STATISTICS,SingStat Table Builder,23/01/2025,04/04/2025,5000,2025-04-04 15:20:16,SingStat Table Builder API,Annual,All,sg_singstat
M213071,"Consumer Price Index (CPI) By Household Income Group, Middle 60%, 2019 As Base Year, Half-Yearly","The weighting pattern for the 2019-based CPI was derived from expenditure values collected in the Household Expenditure Survey (HES) conducted between October 2017 and September 2018.  These expenditure values were updated to 2019 values by taking into account price changes between 2017/18 and 2019.  Household income group is based on ranking of resident households by their monthly household income from all sources (including imputed rental on owner-occupied accommodation).  This matrix is compiled on a half-yearly basis.  Data values for '1H' refers to CPI for the period January-June, and data values for '2H' refers to CPI for the period July-December.  For more information on the CPI rebasing, refer to the Information Paper 'Rebasing of the Consumer Price Index (2019 as Base Year)' (https://www.singstat.gov.sg/-/media/files/publications/economy/ip-e48.pdf).",Half-Yearly,SINGAPORE DEPARTMENT OF STATISTICS,SingStat Table Builder,23/01/2025,04/04/2025,5000,2025-04-04 15:20:16,SingStat Table Builder API,Annual,All,sg_singstat
M213071,"Consumer Price Index (CPI) By Household Income Group, Middle 60%, 2019 As Base Year, Half-Yearly","The weighting pattern for the 2019-based CPI was derived from expenditure values collected in the Household Expenditure Survey (HES) conducted between October 2017 and September 2018.  These expenditure values were updated to 2019 values by taking into account price changes between 2017/18 and 2019.  Household income group is based on ranking of resident households by their monthly household income from all sources (including imputed rental on owner-occupied accommodation).  This matrix is compiled on a half-yearly basis.  Data values for '1H' refers to CPI for the period January-June, and data values for '2H' refers to CPI for the period July-December.  For more information on the CPI rebasing, refer to the Information Paper 'Rebasing of the Consumer Price Index (2019 as Base Year)' (https://www.singstat.gov.sg/-/media/files/publications/economy/ip-e48.pdf).",Half-Yearly,SINGAPORE DEPARTMENT OF STATISTICS,SingStat Table Builder,23/01/2025,04/04/2025,5000,2025-04-04 15:20:16,SingStat Table Builder API,Annual,All,sg_singstat
M213071,"Consumer Price Index (CPI) By Household Income Group, Middle 60%, 2019 As Base Year, Half-Yearly","The weighting pattern for the 2019-based CPI was derived from expenditure values collected in the Household Expenditure Survey (HES) conducted between October 2017 and September 2018.  These expenditure values were updated to 2019 values by taking into account price changes between 2017/18 and 2019.  Household income group is based on ranking of resident households by their monthly household income from all sources (including imputed rental on owner-occupied accommodation).  This matrix is compiled on a half-yearly basis.  Data values for '1H' refers to CPI for the period January-June, and data values for '2H' refers to CPI for the period July-December.  For more information on the CPI rebasing, refer to the Information Paper 'Rebasing of the Consumer Price Index (2019 as Base Year)' (https://www.singstat.gov.sg/-/media/files/publications/economy/ip-e48.pdf).",Half-Yearly,SINGAPORE DEPARTMENT OF STATISTICS,SingStat Table Builder,23/01/2025,04/04/2025,5000,2025-04-04 15:20:16,SingStat Table Builder API,Annual,All,sg_singstat
M213071,"Consumer Price Index (CPI) By Household Income Group, Middle 60%, 2019 As Base Year, Half-Yearly","The weighting pattern for the 2019-based CPI was derived from expenditure values collected in the Household Expenditure Survey (HES) conducted between October 2017 and September 2018.  These expenditure values were updated to 2019 values by taking into account price changes between 2017/18 and 2019.  Household income group is based on ranking of resident households by their monthly household income from all sources (including imputed rental on owner-occupied accommodation).  This matrix is compiled on a half-yearly basis.  Data values for '1H' refers to CPI for the period January-June, and data values for '2H' refers to CPI for the period July-December.  For more information on the CPI rebasing, refer to the Information Paper 'Rebasing of the Consumer Price Index (2019 as Base Year)' (https://www.singstat.gov.sg/-/media/files/publications/economy/ip-e48.pdf).",Half-Yearly,SINGAPORE DEPARTMENT OF STATISTICS,SingStat Table Builder,23/01/2025,04/04/2025,5000,2025-04-04 15:20:16,SingStat Table Builder API,Annual,All,sg_singstat
M213071,"Consumer Price Index (CPI) By Household Income Group, Middle 60%, 2019 As Base Year, Half-Yearly","The weighting pattern for the 2019-based CPI was derived from expenditure values collected in the Household Expenditure Survey (HES) conducted between October 2017 and September 2018.  These expenditure values were updated to 2019 values by taking into account price changes between 2017/18 and 2019.  Household income group is based on ranking of resident households by their monthly household income from all sources (including imputed rental on owner-occupied accommodation).  This matrix is compiled on a half-yearly basis.  Data values for '1H' refers to CPI for the period January-June, and data values for '2H' refers to CPI for the period July-December.  For more information on the CPI rebasing, refer to the Information Paper 'Rebasing of the Consumer Price Index (2019 as Base Year)' (https://www.singstat.gov.sg/-/media/files/publications/economy/ip-e48.pdf).",Half-Yearly,SINGAPORE DEPARTMENT OF STATISTICS,SingStat Table Builder,23/01/2025,04/04/2025,5000,2025-04-04 15:20:16,SingStat Table Builder API,Annual,All,sg_singstat
M213071,"Consumer Price Index (CPI) By Household Income Group, Middle 60%, 2019 As Base Year, Half-Yearly","The weighting pattern for the 2019-based CPI was derived from expenditure values collected in the Household Expenditure Survey (HES) conducted between October 2017 and September 2018.  These expenditure values were updated to 2019 values by taking into account price changes between 2017/18 and 2019.  Household income group is based on ranking of resident households by their monthly household income from all sources (including imputed rental on owner-occupied accommodation).  This matrix is compiled on a half-yearly basis.  Data values for '1H' refers to CPI for the period January-June, and data values for '2H' refers to CPI for the period July-December.  For more information on the CPI rebasing, refer to the Information Paper 'Rebasing of the Consumer Price Index (2019 as Base Year)' (https://www.singstat.gov.sg/-/media/files/publications/economy/ip-e48.pdf).",Half-Yearly,SINGAPORE DEPARTMENT OF STATISTICS,SingStat Table Builder,23/01/2025,04/04/2025,5000,2025-04-04 15:20:16,SingStat Table Builder API,Annual,All,sg_singstat
M213071,"Consumer Price Index (CPI) By Household Income Group, Middle 60%, 2019 As Base Year, Half-Yearly","The weighting pattern for the 2019-based CPI was derived from expenditure values collected in the Household Expenditure Survey (HES) conducted between October 2017 and September 2018.  These expenditure values were updated to 2019 values by taking into account price changes between 2017/18 and 2019.  Household income group is based on ranking of resident households by their monthly household income from all sources (including imputed rental on owner-occupied accommodation).  This matrix is compiled on a half-yearly basis.  Data values for '1H' refers to CPI for the period January-June, and data values for '2H' refers to CPI for the period July-December.  For more information on the CPI rebasing, refer to the Information Paper 'Rebasing of the Consumer Price Index (2019 as Base Year)' (https://www.singstat.gov.sg/-/media/files/publications/economy/ip-e48.pdf).",Half-Yearly,SINGAPORE DEPARTMENT OF STATISTICS,SingStat Table Builder,23/01/2025,04/04/2025,5000,2025-04-04 15:20:16,SingStat Table Builder API,Annual,All,sg_singstat
M213071,"Consumer Price Index (CPI) By Household Income Group, Middle 60%, 2019 As Base Year, Half-Yearly","The weighting pattern for the 2019-based CPI was derived from expenditure values collected in the Household Expenditure Survey (HES) conducted between October 2017 and September 2018.  These expenditure values were updated to 2019 values by taking into account price changes between 2017/18 and 2019.  Household income group is based on ranking of resident households by their monthly household income from all sources (including imputed rental on owner-occupied accommodation).  This matrix is compiled on a half-yearly basis.  Data values for '1H' refers to CPI for the period January-June, and data values for '2H' refers to CPI for the period July-December.  For more information on the CPI rebasing, refer to the Information Paper 'Rebasing of the Consumer Price Index (2019 as Base Year)' (https://www.singstat.gov.sg/-/media/files/publications/economy/ip-e48.pdf).",Half-Yearly,SINGAPORE DEPARTMENT OF STATISTICS,SingStat Table Builder,23/01/2025,04/04/2025,5000,2025-04-04 15:20:16,SingStat Table Builder API,Annual,All,sg_singstat
M213071,"Consumer Price Index (CPI) By Household Income Group, Middle 60%, 2019 As Base Year, Half-Yearly","The weighting pattern for the 2019-based CPI was derived from expenditure values collected in the Household Expenditure Survey (HES) conducted between October 2017 and September 2018.  These expenditure values were updated to 2019 values by taking into account price changes between 2017/18 and 2019.  Household income group is based on ranking of resident households by their monthly household income from all sources (including imputed rental on owner-occupied accommodation).  This matrix is compiled on a half-yearly basis.  Data values for '1H' refers to CPI for the period January-June, and data values for '2H' refers to CPI for the period July-December.  For more information on the CPI rebasing, refer to the Information Paper 'Rebasing of the Consumer Price Index (2019 as Base Year)' (https://www.singstat.gov.sg/-/media/files/publications/economy/ip-e48.pdf).",Half-Yearly,SINGAPORE DEPARTMENT OF STATISTICS,SingStat Table Builder,23/01/2025,04/04/2025,5000,2025-04-04 15:20:16,SingStat Table Builder API,Annual,All,sg_singstat
M213071,"Consumer Price Index (CPI) By Household Income Group, Middle 60%, 2019 As Base Year, Half-Yearly","The weighting pattern for the 2019-based CPI was derived from expenditure values collected in the Household Expenditure Survey (HES) conducted between October 2017 and September 2018.  These expenditure values were updated to 2019 values by taking into account price changes between 2017/18 and 2019.  Household income group is based on ranking of resident households by their monthly household income from all sources (including imputed rental on owner-occupied accommodation).  This matrix is compiled on a half-yearly basis.  Data values for '1H' refers to CPI for the period January-June, and data values for '2H' refers to CPI for the period July-December.  For more information on the CPI rebasing, refer to the Information Paper 'Rebasing of the Consumer Price Index (2019 as Base Year)' (https://www.singstat.gov.sg/-/media/files/publications/economy/ip-e48.pdf).",Half-Yearly,SINGAPORE DEPARTMENT OF STATISTICS,SingStat Table Builder,23/01/2025,04/04/2025,5000,2025-04-04 15:20:16,SingStat Table Builder API,Annual,All,sg_singstat
M213071,"Consumer Price Index (CPI) By Household Income Group, Middle 60%, 2019 As Base Year, Half-Yearly","The weighting pattern for the 2019-based CPI was derived from expenditure values collected in the Household Expenditure Survey (HES) conducted between October 2017 and September 2018.  These expenditure values were updated to 2019 values by taking into account price changes between 2017/18 and 2019.  Household income group is based on ranking of resident households by their monthly household income from all sources (including imputed rental on owner-occupied accommodation).  This matrix is compiled on a half-yearly basis.  Data values for '1H' refers to CPI for the period January-June, and data values for '2H' refers to CPI for the period July-December.  For more information on the CPI rebasing, refer to the Information Paper 'Rebasing of the Consumer Price Index (2019 as Base Year)' (https://www.singstat.gov.sg/-/media/files/publications/economy/ip-e48.pdf).",Half-Yearly,SINGAPORE DEPARTMENT OF STATISTICS,SingStat Table Builder,23/01/2025,04/04/2025,5000,2025-04-04 15:20:16,SingStat Table Builder API,Annual,All,sg_singstat
M213071,"Consumer Price Index (CPI) By Household Income Group, Middle 60%, 2019 As Base Year, Half-Yearly","The weighting pattern for the 2019-based CPI was derived from expenditure values collected in the Household Expenditure Survey (HES) conducted between October 2017 and September 2018.  These expenditure values were updated to 2019 values by taking into account price changes between 2017/18 and 2019.  Household income group is based on ranking of resident households by their monthly household income from all sources (including imputed rental on owner-occupied accommodation).  This matrix is compiled on a half-yearly basis.  Data values for '1H' refers to CPI for the period January-June, and data values for '2H' refers to CPI for the period July-December.  For more information on the CPI rebasing, refer to the Information Paper 'Rebasing of the Consumer Price Index (2019 as Base Year)' (https://www.singstat.gov.sg/-/media/files/publications/economy/ip-e48.pdf).",Half-Yearly,SINGAPORE DEPARTMENT OF STATISTICS,SingStat Table Builder,23/01/2025,04/04/2025,5000,2025-04-04 15:20:16,SingStat Table Builder API,Annual,All,sg_singstat
M213071,"Consumer Price Index (CPI) By Household Income Group, Middle 60%, 2019 As Base Year, Half-Yearly","The weighting pattern for the 2019-based CPI was derived from expenditure values collected in the Household Expenditure Survey (HES) conducted between October 2017 and September 2018.  These expenditure values were updated to 2019 values by taking into account price changes between 2017/18 and 2019.  Household income group is based on ranking of resident households by their monthly household income from all sources (including imputed rental on owner-occupied accommodation).  This matrix is compiled on a half-yearly basis.  Data values for '1H' refers to CPI for the period January-June, and data values for '2H' refers to CPI for the period July-December.  For more information on the CPI rebasing, refer to the Information Paper 'Rebasing of the Consumer Price Index (2019 as Base Year)' (https://www.singstat.gov.sg/-/media/files/publications/economy/ip-e48.pdf).",Half-Yearly,SINGAPORE DEPARTMENT OF STATISTICS,SingStat Table Builder,23/01/2025,04/04/2025,5000,2025-04-04 15:20:16,SingStat Table Builder API,Annual,All,sg_singstat
M213071,"Consumer Price Index (CPI) By Household Income Group, Middle 60%, 2019 As Base Year, Half-Yearly","The weighting pattern for the 2019-based CPI was derived from expenditure values collected in the Household Expenditure Survey (HES) conducted between October 2017 and September 2018.  These expenditure values were updated to 2019 values by taking into account price changes between 2017/18 and 2019.  Household income group is based on ranking of resident households by their monthly household income from all sources (including imputed rental on owner-occupied accommodation).  This matrix is compiled on a half-yearly basis.  Data values for '1H' refers to CPI for the period January-June, and data values for '2H' refers to CPI for the period July-December.  For more information on the CPI rebasing, refer to the Information Paper 'Rebasing of the Consumer Price Index (2019 as Base Year)' (https://www.singstat.gov.sg/-/media/files/publications/economy/ip-e48.pdf).",Half-Yearly,SINGAPORE DEPARTMENT OF STATISTICS,SingStat Table Builder,23/01/2025,04/04/2025,5000,2025-04-04 15:20:16,SingStat Table Builder API,Annual,All,sg_singstat
M213071,"Consumer Price Index (CPI) By Household Income Group, Middle 60%, 2019 As Base Year, Half-Yearly","The weighting pattern for the 2019-based CPI was derived from expenditure values collected in the Household Expenditure Survey (HES) conducted between October 2017 and September 2018.  These expenditure values were updated to 2019 values by taking into account price changes between 2017/18 and 2019.  Household income group is based on ranking of resident households by their monthly household income from all sources (including imputed rental on owner-occupied accommodation).  This matrix is compiled on a half-yearly basis.  Data values for '1H' refers to CPI for the period January-June, and data values for '2H' refers to CPI for the period July-December.  For more information on the CPI rebasing, refer to the Information Paper 'Rebasing of the Consumer Price Index (2019 as Base Year)' (https://www.singstat.gov.sg/-/media/files/publications/economy/ip-e48.pdf).",Half-Yearly,SINGAPORE DEPARTMENT OF STATISTICS,SingStat Table Builder,23/01/2025,04/04/2025,5000,2025-04-04 15:20:16,SingStat Table Builder API,Annual,All,sg_singstat
M213071,"Consumer Price Index (CPI) By Household Income Group, Middle 60%, 2019 As Base Year, Half-Yearly","The weighting pattern for the 2019-based CPI was derived from expenditure values collected in the Household Expenditure Survey (HES) conducted between October 2017 and September 2018.  These expenditure values were updated to 2019 values by taking into account price changes between 2017/18 and 2019.  Household income group is based on ranking of resident households by their monthly household income from all sources (including imputed rental on owner-occupied accommodation).  This matrix is compiled on a half-yearly basis.  Data values for '1H' refers to CPI for the period January-June, and data values for '2H' refers to CPI for the period July-December.  For more information on the CPI rebasing, refer to the Information Paper 'Rebasing of the Consumer Price Index (2019 as Base Year)' (https://www.singstat.gov.sg/-/media/files/publications/economy/ip-e48.pdf).",Half-Yearly,SINGAPORE DEPARTMENT OF STATISTICS,SingStat Table Builder,23/01/2025,04/04/2025,5000,2025-04-04 15:20:16,SingStat Table Builder API,Annual,All,sg_singstat
M213071,"Consumer Price Index (CPI) By Household Income Group, Middle 60%, 2019 As Base Year, Half-Yearly","The weighting pattern for the 2019-based CPI was derived from expenditure values collected in the Household Expenditure Survey (HES) conducted between October 2017 and September 2018.  These expenditure values were updated to 2019 values by taking into account price changes between 2017/18 and 2019.  Household income group is based on ranking of resident households by their monthly household income from all sources (including imputed rental on owner-occupied accommodation).  This matrix is compiled on a half-yearly basis.  Data values for '1H' refers to CPI for the period January-June, and data values for '2H' refers to CPI for the period July-December.  For more information on the CPI rebasing, refer to the Information Paper 'Rebasing of the Consumer Price Index (2019 as Base Year)' (https://www.singstat.gov.sg/-/media/files/publications/economy/ip-e48.pdf).",Half-Yearly,SINGAPORE DEPARTMENT OF STATISTICS,SingStat Table Builder,23/01/2025,04/04/2025,5000,2025-04-04 15:20:16,SingStat Table Builder API,Annual,All,sg_singstat
M213071,"Consumer Price Index (CPI) By Household Income Group, Middle 60%, 2019 As Base Year, Half-Yearly","The weighting pattern for the 2019-based CPI was derived from expenditure values collected in the Household Expenditure Survey (HES) conducted between October 2017 and September 2018.  These expenditure values were updated to 2019 values by taking into account price changes between 2017/18 and 2019.  Household income group is based on ranking of resident households by their monthly household income from all sources (including imputed rental on owner-occupied accommodation).  This matrix is compiled on a half-yearly basis.  Data values for '1H' refers to CPI for the period January-June, and data values for '2H' refers to CPI for the period July-December.  For more information on the CPI rebasing, refer to the Information Paper 'Rebasing of the Consumer Price Index (2019 as Base Year)' (https://www.singstat.gov.sg/-/media/files/publications/economy/ip-e48.pdf).",Half-Yearly,SINGAPORE DEPARTMENT OF STATISTICS,SingStat Table Builder,23/01/2025,04/04/2025,5000,2025-04-04 15:20:16,SingStat Table Builder API,Annual,All,sg_singstat
